row	col	cor	p	abs
Lachnoclostridium_edouardi	Akkermansia_muciniphila	-0.116965	0.0	0.116965
Clostridium_indicum	Akkermansia_muciniphila	-0.110678	0.0	0.110678
Dorea_longicatena	Akkermansia_muciniphila	-0.10313	0.0	0.10313
Clostridium_porci	Akkermansia_muciniphila	-0.108225	0.0	0.108225
Phascolarctobacterium_succinatutens	Akkermansia_muciniphila	-0.127512	0.0	0.127512
Gehongia_tenuis	Akkermansia_muciniphila	0.213755	0.0	0.213755
Fournierella_massiliensis	Akkermansia_muciniphila	0.156302	0.0	0.156302
Frisingicoccus_caecimuris	Akkermansia_muciniphila	0.109162	0.036	0.109162
Papillibacter_cinnamivorans	Akkermansia_muciniphila	0.241544	0.0	0.241544
Metalysinibacillus_jejuensis	Akkermansia_muciniphila	0.111515	0.0	0.111515
Alistipes_onderdonkii	Phocaeicola_massiliensis	-0.175942	0.0	0.175942
Alistipes_putredinis	Phocaeicola_massiliensis	0.122263	0.0	0.122263
Bacteroides_fragilis	Phocaeicola_massiliensis	-0.255468	0.0	0.255468
Gemmiger_formicilis	Phocaeicola_massiliensis	0.106642	0.012	0.106642
Acidaminococcus_intestini	Phocaeicola_massiliensis	0.109623	0.001	0.109623
Odoribacter_splanchnicus	Phocaeicola_massiliensis	0.10179	0.0	0.10179
Kineothrix_alysoides	Phocaeicola_massiliensis	-0.104118	0.0	0.104118
Ruminococcoides_bili	Phocaeicola_massiliensis	-0.10611	0.0	0.10611
Alistipes_shahii	Phocaeicola_massiliensis	0.122109	0.0	0.122109
Bacteroides_salyersiae	Phocaeicola_massiliensis	0.125334	0.0	0.125334
Dorea_longicatena	Phocaeicola_massiliensis	0.11158	0.012	0.11158
Phascolarctobacterium_succinatutens	Phocaeicola_massiliensis	0.116799	0.012	0.116799
Bacteroides_kribbi	Parabacteroides_distasonis	0.126184	0.0	0.126184
Bacteroides_intestinalis	Parabacteroides_distasonis	0.150649	0.0	0.150649
Bacteroides_timonensis	Parabacteroides_distasonis	0.111453	0.024	0.111453
Acidaminococcus_intestini	Parabacteroides_distasonis	0.114229	0.0	0.114229
Faecalibacterium_longum	Parabacteroides_distasonis	-0.114199	0.012	0.114199
Fusicatenibacter_saccharivorans	Parabacteroides_distasonis	-0.141314	0.0	0.141314
Odoribacter_splanchnicus	Parabacteroides_distasonis	0.140849	0.0	0.140849
Blautia_luti	Parabacteroides_distasonis	-0.116455	0.012	0.116455
Lachnospira_eligens	Parabacteroides_distasonis	-0.10415	0.012	0.10415
Enterocloster_bolteae	Parabacteroides_distasonis	0.123273	0.0	0.123273
Dorea_longicatena	Parabacteroides_distasonis	-0.130877	0.0	0.130877
Vallitalea_pronyensis	Parabacteroides_distasonis	-0.107015	0.0	0.107015
Clostridium_saudiense	Parabacteroides_distasonis	-0.153827	0.0	0.153827
Metalysinibacillus_jejuensis	Parabacteroides_distasonis	-0.105445	0.0	0.105445
Ruminococcus_bromii	Eubacterium_rectale	0.104277	0.012	0.104277
Streptococcus_thermophilus	Eubacterium_rectale	-0.120985	0.0	0.120985
Bacteroides_xylanisolvens	Eubacterium_rectale	0.106742	0.012	0.106742
Gemmiger_formicilis	Eubacterium_rectale	0.251498	0.0	0.251498
Blautia_provencensis	Eubacterium_rectale	0.198589	0.0	0.198589
Methanobrevibacter_smithii	Eubacterium_rectale	-0.102709	0.0	0.102709
Blautia_faecis	Eubacterium_rectale	0.122823	0.0	0.122823
Cloacibacillus_evryensis	Eubacterium_rectale	-0.128953	0.0	0.128953
Fusicatenibacter_saccharivorans	Eubacterium_rectale	0.187432	0.0	0.187432
Bifidobacterium_longum	Eubacterium_rectale	-0.133779	0.0	0.133779
Anaerostipes_hadrus	Eubacterium_rectale	0.124833	0.012	0.124833
Odoribacter_splanchnicus	Eubacterium_rectale	-0.134786	0.0	0.134786
Lachnospira_eligens	Eubacterium_rectale	0.140046	0.0	0.140046
Enterobacter_cloacae	Eubacterium_rectale	-0.121547	0.0	0.121547
Ruthenibacterium_lactatiformans	Eubacterium_rectale	-0.143763	0.0	0.143763
Coprococcus_phoceensis	Eubacterium_rectale	-0.115001	0.0	0.115001
Romboutsia_timonensis	Eubacterium_rectale	-0.122486	0.0	0.122486
Guopingia_tenuis	Eubacterium_rectale	-0.104508	0.012	0.104508
Intestinimonas_timonensis	Eubacterium_rectale	-0.130965	0.0	0.130965
Lachnoclostridium_edouardi	Eubacterium_rectale	0.132176	0.0	0.132176
Roseburia_inulinivorans	Eubacterium_rectale	0.207444	0.0	0.207444
Dorea_longicatena	Eubacterium_rectale	0.128956	0.012	0.128956
Collinsella_aerofaciens	Eubacterium_rectale	-0.116677	0.0	0.116677
Clostridium_porci	Eubacterium_rectale	0.105271	0.013	0.105271
Lactobacillus_rogosae	Eubacterium_rectale	0.126184	0.0	0.126184
Parabacteroides_goldsteinii	Eubacterium_rectale	-0.116364	0.0	0.116364
Anaerobutyricum_hallii	Eubacterium_rectale	0.104153	0.0	0.104153
Fournierella_massiliensis	Eubacterium_rectale	-0.178948	0.0	0.178948
Methanobrevibacter_smithii	Ruminococcus_bromii	0.1282	0.0	0.1282
Blautia_faecis	Ruminococcus_bromii	0.177589	0.0	0.177589
Anaerostipes_hadrus	Ruminococcus_bromii	0.121728	0.012	0.121728
Blautia_luti	Ruminococcus_bromii	0.131921	0.0	0.131921
Prevotella_copri	Ruminococcus_bromii	-0.124213	0.0	0.124213
Veillonella_dispar	Ruminococcus_bromii	-0.125089	0.0	0.125089
Clostridium_indicum	Ruminococcus_bromii	-0.126566	0.0	0.126566
Ruminococcoides_bili	Ruminococcus_bromii	-0.23043	0.0	0.23043
Acutalibacter_muris	Ruminococcus_bromii	0.145335	0.012	0.145335
Blautia_obeum	Ruminococcus_bromii	0.101797	0.048	0.101797
Alistipes_putredinis	Alistipes_onderdonkii	0.187264	0.0	0.187264
Streptococcus_thermophilus	Alistipes_onderdonkii	-0.111723	0.0	0.111723
Bacteroides_timonensis	Alistipes_onderdonkii	0.193741	0.0	0.193741
Barnesiella_intestinihominis	Alistipes_onderdonkii	0.154031	0.0	0.154031
Ruminococcus_champanellensis	Alistipes_onderdonkii	0.143807	0.0	0.143807
Blautia_faecis	Alistipes_onderdonkii	0.111919	0.012	0.111919
Enterococcus_innesii	Alistipes_onderdonkii	-0.174506	0.0	0.174506
Veillonella_dispar	Alistipes_onderdonkii	-0.113809	0.0	0.113809
Romboutsia_timonensis	Alistipes_onderdonkii	-0.105465	0.012	0.105465
Corynebacterium_xerosis	Alistipes_onderdonkii	-0.101487	0.0	0.101487
Dorea_longicatena	Alistipes_onderdonkii	-0.125723	0.012	0.125723
Phascolarctobacterium_succinatutens	Alistipes_onderdonkii	-0.103172	0.0	0.103172
Papillibacter_cinnamivorans	Alistipes_onderdonkii	0.115913	0.0	0.115913
Parabacteroides_merdae	Alistipes_putredinis	0.110472	0.036	0.110472
Streptococcus_thermophilus	Alistipes_putredinis	-0.130327	0.0	0.130327
Barnesiella_intestinihominis	Alistipes_putredinis	0.312624	0.0	0.312624
Eubacterium_siraeum	Alistipes_putredinis	0.115314	0.012	0.115314
Dialister_invisus	Alistipes_putredinis	-0.120922	0.0	0.120922
Bifidobacterium_longum	Alistipes_putredinis	-0.151238	0.0	0.151238
Morganella_morganii	Alistipes_putredinis	-0.11746	0.0	0.11746
Blautia_luti	Alistipes_putredinis	-0.131261	0.0	0.131261
Enterococcus_innesii	Alistipes_putredinis	-0.151787	0.0	0.151787
Citrobacter_telavivensis	Alistipes_putredinis	-0.10556	0.012	0.10556
Veillonella_dispar	Alistipes_putredinis	-0.118954	0.0	0.118954
Flavonifractor_plautii	Alistipes_putredinis	-0.140186	0.0	0.140186
Alistipes_finegoldii	Alistipes_putredinis	0.118867	0.0	0.118867
Enterocloster_bolteae	Alistipes_putredinis	-0.123966	0.0	0.123966
Corynebacterium_xerosis	Alistipes_putredinis	-0.121338	0.0	0.121338
Alistipes_shahii	Alistipes_putredinis	0.177389	0.0	0.177389
Clostridium_porci	Alistipes_putredinis	-0.141851	0.0	0.141851
Marasmitruncus_massiliensis	Alistipes_putredinis	-0.143715	0.0	0.143715
Anaerobutyricum_hallii	Alistipes_putredinis	-0.107206	0.0	0.107206
Roseburia_porci	Alistipes_putredinis	0.11374	0.012	0.11374
Papillibacter_cinnamivorans	Alistipes_putredinis	0.10532	0.0	0.10532
Enterococcus_innesii	Parabacteroides_merdae	-0.100772	0.0	0.100772
Prevotella_copri	Parabacteroides_merdae	0.111362	0.0	0.111362
Parabacteroides_goldsteinii	Parabacteroides_merdae	-0.107043	0.0	0.107043
Phocaeicola_coprocola	Parabacteroides_merdae	0.100783	0.012	0.100783
Citrobacter_cronae	Bacteroides_kribbi	0.109136	0.024	0.109136
Bacteroides_timonensis	Bacteroides_kribbi	0.159114	0.0	0.159114
Bacteroides_ovatus	Bacteroides_kribbi	0.179695	0.0	0.179695
Methanobrevibacter_smithii	Bacteroides_kribbi	-0.120462	0.0	0.120462
Vescimonas_fastidiosa	Bacteroides_kribbi	-0.122414	0.0	0.122414
Congzhengia_minquanensis	Bacteroides_kribbi	-0.130688	0.0	0.130688
Blautia_caecimuris	Bacteroides_kribbi	0.116492	0.012	0.116492
Parasutterella_excrementihominis	Bacteroides_kribbi	0.107472	0.0	0.107472
Flintibacter_butyricus	Bacteroides_kribbi	0.132292	0.0	0.132292
Solibaculum_mannosilyticum	Bacteroides_kribbi	0.103689	0.0	0.103689
Ruminococcus_gnavus	Bacteroides_kribbi	0.13459	0.0	0.13459
Guopingia_tenuis	Bacteroides_kribbi	-0.205304	0.0	0.205304
Enterocloster_bolteae	Bacteroides_kribbi	0.215969	0.0	0.215969
Coprococcus_eutactus	Bacteroides_kribbi	-0.121824	0.0	0.121824
Bacteroides_fragilis	Citrobacter_cronae	0.110039	0.0	0.110039
Pseudomonas_paraversuta	Citrobacter_cronae	0.151095	0.0	0.151095
Blautia_provencensis	Citrobacter_cronae	-0.103465	0.0	0.103465
Bacteroides_ovatus	Citrobacter_cronae	0.139766	0.0	0.139766
Blautia_faecis	Citrobacter_cronae	-0.105771	0.0	0.105771
Bifidobacterium_longum	Citrobacter_cronae	0.105625	0.036	0.105625
Morganella_morganii	Citrobacter_cronae	0.11689	0.0	0.11689
Waltera_intestinalis	Citrobacter_cronae	-0.10518	0.012	0.10518
Citrobacter_telavivensis	Citrobacter_cronae	0.19977	0.0	0.19977
Veillonella_dispar	Citrobacter_cronae	0.138463	0.0	0.138463
Enterobacter_cloacae	Citrobacter_cronae	0.104766	0.012	0.104766
Pseudoxanthomonas_mexicana	Citrobacter_cronae	0.145731	0.0	0.145731
Coprococcus_phoceensis	Citrobacter_cronae	0.102363	0.0	0.102363
Ruminococcus_gnavus	Citrobacter_cronae	0.13696	0.0	0.13696
Marseillibacter_massiliensis	Citrobacter_cronae	-0.110661	0.0	0.110661
Pseudomonas_schmalbachii	Citrobacter_cronae	0.10361	0.024	0.10361
Stenotrophomonas_geniculata	Citrobacter_cronae	0.107049	0.0	0.107049
Delftia_tsuruhatensis	Citrobacter_cronae	0.161535	0.0	0.161535
Acinetobacter_johnsonii	Citrobacter_cronae	0.175054	0.0	0.175054
Acidaminococcus_intestini	Streptococcus_thermophilus	0.153054	0.0	0.153054
Blautia_provencensis	Streptococcus_thermophilus	0.118438	0.0	0.118438
Barnesiella_intestinihominis	Streptococcus_thermophilus	-0.151259	0.0	0.151259
Dialister_invisus	Streptococcus_thermophilus	0.16828	0.0	0.16828
Fusicatenibacter_saccharivorans	Streptococcus_thermophilus	0.116385	0.024	0.116385
Bifidobacterium_longum	Streptococcus_thermophilus	0.185871	0.0	0.185871
Anaerostipes_hadrus	Streptococcus_thermophilus	0.17237	0.0	0.17237
Waltera_intestinalis	Streptococcus_thermophilus	-0.104947	0.012	0.104947
Blautia_luti	Streptococcus_thermophilus	0.123721	0.0	0.123721
Enterococcus_innesii	Streptococcus_thermophilus	0.263758	0.0	0.263758
Blautia_caecimuris	Streptococcus_thermophilus	0.10076	0.036	0.10076
Veillonella_dispar	Streptococcus_thermophilus	0.219969	0.0	0.219969
Flavonifractor_plautii	Streptococcus_thermophilus	0.120364	0.0	0.120364
Romboutsia_timonensis	Streptococcus_thermophilus	0.265892	0.0	0.265892
Corynebacterium_xerosis	Streptococcus_thermophilus	0.116028	0.0	0.116028
Collinsella_aerofaciens	Streptococcus_thermophilus	0.166731	0.0	0.166731
Anaerobutyricum_hallii	Streptococcus_thermophilus	0.106784	0.012	0.106784
Mediterraneibacter_faecis	Streptococcus_thermophilus	0.115178	0.0	0.115178
Gehongia_tenuis	Streptococcus_thermophilus	-0.152944	0.0	0.152944
Sporobacter_termitidis	Streptococcus_thermophilus	-0.18428	0.0	0.18428
Papillibacter_cinnamivorans	Streptococcus_thermophilus	-0.124596	0.0	0.124596
Metalysinibacillus_jejuensis	Streptococcus_thermophilus	-0.123095	0.0	0.123095
Bacteroides_fragilis	Bacteroides_intestinalis	0.115547	0.0	0.115547
Collinsella_aerofaciens	Bacteroides_intestinalis	-0.105388	0.0	0.105388
Faecalibacterium_longum	Bacteroides_fragilis	0.114202	0.0	0.114202
Vescimonas_fastidiosa	Bacteroides_fragilis	-0.103782	0.012	0.103782
Morganella_morganii	Bacteroides_fragilis	0.103028	0.0	0.103028
Ruthenibacterium_lactatiformans	Bacteroides_fragilis	0.108655	0.012	0.108655
Flavonifractor_plautii	Bacteroides_fragilis	0.113871	0.024	0.113871
Coprococcus_phoceensis	Bacteroides_fragilis	0.180548	0.0	0.180548
Ruminococcus_gnavus	Bacteroides_fragilis	0.2053	0.0	0.2053
Roseburia_intestinalis	Bacteroides_fragilis	0.102227	0.012	0.102227
Bacteroides_ovatus	Bacteroides_xylanisolvens	-0.126712	0.0	0.126712
Anaerostipes_hadrus	Bacteroides_xylanisolvens	0.106331	0.012	0.106331
Bifidobacterium_miconisargentati	Bacteroides_xylanisolvens	0.114091	0.012	0.114091
Enterococcus_innesii	Bacteroides_xylanisolvens	0.107696	0.012	0.107696
Guopingia_tenuis	Bacteroides_xylanisolvens	-0.127533	0.0	0.127533
Roseburia_inulinivorans	Bacteroides_xylanisolvens	0.102085	0.0	0.102085
Clostridium_indicum	Bacteroides_xylanisolvens	0.151511	0.012	0.151511
Bacteroides_humanifaecis	Bacteroides_xylanisolvens	0.122567	0.012	0.122567
Bacteroides_eggerthii	Gemmiger_formicilis	-0.112907	0.0	0.112907
Ruminococcus_champanellensis	Gemmiger_formicilis	0.143747	0.012	0.143747
Blautia_faecis	Gemmiger_formicilis	0.166955	0.0	0.166955
Vescimonas_fastidiosa	Gemmiger_formicilis	0.141811	0.0	0.141811
Fusicatenibacter_saccharivorans	Gemmiger_formicilis	0.181939	0.0	0.181939
Morganella_morganii	Gemmiger_formicilis	-0.101382	0.0	0.101382
Lachnospira_eligens	Gemmiger_formicilis	0.156404	0.0	0.156404
Blautia_caecimuris	Gemmiger_formicilis	-0.149769	0.0	0.149769
Ruthenibacterium_lactatiformans	Gemmiger_formicilis	-0.105481	0.0	0.105481
Flintibacter_butyricus	Gemmiger_formicilis	-0.10555	0.0	0.10555
Flavonifractor_plautii	Gemmiger_formicilis	-0.114528	0.0	0.114528
Ruminococcus_gnavus	Gemmiger_formicilis	-0.153203	0.0	0.153203
Intestinimonas_timonensis	Gemmiger_formicilis	-0.106782	0.0	0.106782
Enterocloster_bolteae	Gemmiger_formicilis	-0.150012	0.0	0.150012
Dorea_longicatena	Gemmiger_formicilis	0.144631	0.0	0.144631
Bacteroides_humanifaecis	Gemmiger_formicilis	-0.105177	0.0	0.105177
Ruminiclostridium_cellobioparum	Gemmiger_formicilis	0.130905	0.0	0.130905
Fournierella_massiliensis	Gemmiger_formicilis	-0.127858	0.0	0.127858
Dysosmobacter_welbionis	Ruminococcus_torques	0.2651	0.0	0.2651
Vescimonas_fastidiosa	Ruminococcus_torques	-0.115919	0.0	0.115919
Fusicatenibacter_saccharivorans	Ruminococcus_torques	-0.152942	0.0	0.152942
Bifidobacterium_longum	Ruminococcus_torques	0.1025	0.012	0.1025
Lachnospira_eligens	Ruminococcus_torques	-0.134761	0.0	0.134761
Blautia_caecimuris	Ruminococcus_torques	0.260656	0.0	0.260656
Ruthenibacterium_lactatiformans	Ruminococcus_torques	0.386427	0.0	0.386427
Flintibacter_butyricus	Ruminococcus_torques	0.19972	0.0	0.19972
Pradoshia_eiseniae	Ruminococcus_torques	-0.104965	0.0	0.104965
Flavonifractor_plautii	Ruminococcus_torques	0.3318	0.0	0.3318
Solibaculum_mannosilyticum	Ruminococcus_torques	0.181673	0.0	0.181673
Coprococcus_phoceensis	Ruminococcus_torques	0.106628	0.012	0.106628
Ruminococcus_gnavus	Ruminococcus_torques	0.2229	0.0	0.2229
Kineothrix_alysoides	Ruminococcus_torques	0.101971	0.0	0.101971
Enterocloster_bolteae	Ruminococcus_torques	0.298249	0.0	0.298249
Marseillibacter_massiliensis	Ruminococcus_torques	-0.122775	0.0	0.122775
Clostridium_indicum	Ruminococcus_torques	0.121439	0.0	0.121439
Fournierella_massiliensis	Ruminococcus_torques	0.118574	0.0	0.118574
Frisingicoccus_caecimuris	Ruminococcus_torques	0.228513	0.0	0.228513
Bacteroides_eggerthii	Bacteroides_timonensis	-0.101894	0.0	0.101894
Vescimonas_fastidiosa	Bacteroides_timonensis	0.10137	0.048	0.10137
Dialister_invisus	Bacteroides_timonensis	-0.141891	0.0	0.141891
Enterococcus_innesii	Bacteroides_timonensis	-0.114224	0.0	0.114224
Coprococcus_phoceensis	Bacteroides_timonensis	-0.100393	0.0	0.100393
Dorea_longicatena	Bacteroides_timonensis	-0.104027	0.0	0.104027
Barnesiella_intestinihominis	Acidaminococcus_intestini	-0.105965	0.0	0.105965
Faecalibacterium_longum	Acidaminococcus_intestini	-0.131669	0.0	0.131669
Bifidobacterium_longum	Acidaminococcus_intestini	0.125953	0.0	0.125953
Bifidobacterium_miconisargentati	Acidaminococcus_intestini	0.15199	0.0	0.15199
Megasphaera_massiliensis	Acidaminococcus_intestini	0.272122	0.0	0.272122
Collinsella_aerofaciens	Acidaminococcus_intestini	0.10749	0.0	0.10749
Bacteroides_ovatus	Pseudomonas_paraversuta	0.149111	0.0	0.149111
Pseudoxanthomonas_mexicana	Pseudomonas_paraversuta	0.101616	0.024	0.101616
Pseudomonas_schmalbachii	Pseudomonas_paraversuta	0.118706	0.012	0.118706
Methanobrevibacter_smithii	Blautia_provencensis	-0.106267	0.012	0.106267
Faecalibacterium_longum	Blautia_provencensis	0.132911	0.012	0.132911
Blautia_faecis	Blautia_provencensis	0.144791	0.0	0.144791
Cloacibacillus_evryensis	Blautia_provencensis	-0.13441	0.0	0.13441
Fusicatenibacter_saccharivorans	Blautia_provencensis	0.214764	0.0	0.214764
Anaerostipes_hadrus	Blautia_provencensis	0.34748	0.0	0.34748
Blautia_luti	Blautia_provencensis	0.230834	0.0	0.230834
Blautia_caecimuris	Blautia_provencensis	0.169353	0.0	0.169353
Flavonifractor_plautii	Blautia_provencensis	0.101342	0.024	0.101342
Guopingia_tenuis	Blautia_provencensis	-0.13181	0.0	0.13181
Intestinimonas_timonensis	Blautia_provencensis	-0.122913	0.0	0.122913
Enterocloster_bolteae	Blautia_provencensis	0.127479	0.0	0.127479
Lachnoclostridium_edouardi	Blautia_provencensis	0.198141	0.0	0.198141
Roseburia_inulinivorans	Blautia_provencensis	0.125475	0.0	0.125475
Clostridium_indicum	Blautia_provencensis	0.129868	0.0	0.129868
Ruminococcoides_bili	Blautia_provencensis	0.101128	0.024	0.101128
Dorea_longicatena	Blautia_provencensis	0.103576	0.012	0.103576
Blautia_obeum	Blautia_provencensis	0.152477	0.0	0.152477
Collinsella_aerofaciens	Blautia_provencensis	0.115482	0.0	0.115482
Clostridium_porci	Blautia_provencensis	0.151041	0.0	0.151041
Anaerobutyricum_hallii	Blautia_provencensis	0.165528	0.0	0.165528
Mediterraneibacter_faecis	Blautia_provencensis	0.113877	0.0	0.113877
Gehongia_tenuis	Blautia_provencensis	-0.115801	0.0	0.115801
Fournierella_massiliensis	Blautia_provencensis	-0.121521	0.012	0.121521
Holdemanella_porci	Blautia_provencensis	0.137563	0.0	0.137563
Methanobrevibacter_smithii	Bacteroides_ovatus	-0.115095	0.0	0.115095
Vescimonas_fastidiosa	Bacteroides_ovatus	-0.137358	0.0	0.137358
Dialister_invisus	Bacteroides_ovatus	0.106626	0.0	0.106626
Blautia_caecimuris	Bacteroides_ovatus	0.171143	0.0	0.171143
Veillonella_dispar	Bacteroides_ovatus	0.157271	0.0	0.157271
Flavonifractor_plautii	Bacteroides_ovatus	0.14639	0.0	0.14639
Ruminococcus_gnavus	Bacteroides_ovatus	0.152721	0.0	0.152721
Guopingia_tenuis	Bacteroides_ovatus	-0.150441	0.0	0.150441
Intestinimonas_timonensis	Bacteroides_ovatus	-0.112865	0.0	0.112865
Enterocloster_bolteae	Bacteroides_ovatus	0.209984	0.0	0.209984
Lachnoclostridium_edouardi	Bacteroides_ovatus	0.125597	0.0	0.125597
Alistipes_shahii	Bacteroides_ovatus	-0.101618	0.012	0.101618
Clostridium_porci	Bacteroides_ovatus	0.129926	0.012	0.129926
Gehongia_tenuis	Bacteroides_ovatus	-0.102991	0.0	0.102991
Ruminococcus_champanellensis	Barnesiella_intestinihominis	0.113896	0.0	0.113896
Dialister_invisus	Barnesiella_intestinihominis	-0.124669	0.0	0.124669
Bifidobacterium_longum	Barnesiella_intestinihominis	-0.139113	0.0	0.139113
Blautia_caecimuris	Barnesiella_intestinihominis	-0.132363	0.0	0.132363
Flintibacter_butyricus	Barnesiella_intestinihominis	-0.100924	0.0	0.100924
Alistipes_finegoldii	Barnesiella_intestinihominis	0.127995	0.0	0.127995
Enterocloster_bolteae	Barnesiella_intestinihominis	-0.121173	0.0	0.121173
Ruminococcoides_bili	Barnesiella_intestinihominis	-0.100923	0.0	0.100923
Alistipes_shahii	Barnesiella_intestinihominis	0.111759	0.0	0.111759
Anaerobutyricum_hallii	Barnesiella_intestinihominis	-0.113513	0.0	0.113513
Gehongia_tenuis	Barnesiella_intestinihominis	0.113146	0.0	0.113146
Sporobacter_termitidis	Barnesiella_intestinihominis	0.168228	0.0	0.168228
Papillibacter_cinnamivorans	Barnesiella_intestinihominis	0.133347	0.0	0.133347
Ruminococcus_champanellensis	Eubacterium_siraeum	0.174792	0.0	0.174792
Vescimonas_fastidiosa	Eubacterium_siraeum	0.217862	0.0	0.217862
Bifidobacterium_adolescentis	Eubacterium_siraeum	-0.102109	0.012	0.102109
Dialister_invisus	Eubacterium_siraeum	-0.107667	0.012	0.107667
Fusicatenibacter_saccharivorans	Eubacterium_siraeum	0.105848	0.024	0.105848
Congzhengia_minquanensis	Eubacterium_siraeum	0.175264	0.0	0.175264
Odoribacter_splanchnicus	Eubacterium_siraeum	0.105489	0.0	0.105489
Waltera_intestinalis	Eubacterium_siraeum	0.21486	0.0	0.21486
Lachnospira_eligens	Eubacterium_siraeum	0.113724	0.0	0.113724
Enterococcus_innesii	Eubacterium_siraeum	-0.113865	0.0	0.113865
Blautia_caecimuris	Eubacterium_siraeum	-0.118899	0.0	0.118899
Veillonella_dispar	Eubacterium_siraeum	-0.113125	0.0	0.113125
Flavonifractor_plautii	Eubacterium_siraeum	-0.13881	0.012	0.13881
Coprococcus_phoceensis	Eubacterium_siraeum	-0.112991	0.0	0.112991
Ruminococcus_gnavus	Eubacterium_siraeum	-0.127678	0.0	0.127678
Guopingia_tenuis	Eubacterium_siraeum	0.177763	0.0	0.177763
Intestinimonas_timonensis	Eubacterium_siraeum	0.191965	0.0	0.191965
Enterocloster_bolteae	Eubacterium_siraeum	-0.126119	0.0	0.126119
Marseillibacter_massiliensis	Eubacterium_siraeum	0.116278	0.0	0.116278
Alistipes_shahii	Eubacterium_siraeum	0.141473	0.0	0.141473
Gehongia_tenuis	Eubacterium_siraeum	0.123702	0.012	0.123702
Roseburia_porci	Eubacterium_siraeum	0.109281	0.012	0.109281
Sporobacter_termitidis	Eubacterium_siraeum	0.127108	0.0	0.127108
Papillibacter_cinnamivorans	Eubacterium_siraeum	0.122227	0.0	0.122227
Butyrivibrio_crossotus	Eubacterium_siraeum	0.122643	0.0	0.122643
Ruminococcus_champanellensis	Methanobrevibacter_smithii	0.140153	0.0	0.140153
Vescimonas_fastidiosa	Methanobrevibacter_smithii	0.211274	0.0	0.211274
Cloacibacillus_evryensis	Methanobrevibacter_smithii	0.335091	0.0	0.335091
Fusicatenibacter_saccharivorans	Methanobrevibacter_smithii	-0.115859	0.0	0.115859
Congzhengia_minquanensis	Methanobrevibacter_smithii	0.121566	0.0	0.121566
Eubacterium_coprostanoligenes	Methanobrevibacter_smithii	0.20897	0.0	0.20897
Pseudoxanthomonas_mexicana	Methanobrevibacter_smithii	0.169005	0.0	0.169005
Flintibacter_butyricus	Methanobrevibacter_smithii	-0.122393	0.0	0.122393
Flavonifractor_plautii	Methanobrevibacter_smithii	-0.142415	0.0	0.142415
Guopingia_tenuis	Methanobrevibacter_smithii	0.228392	0.0	0.228392
Intestinimonas_timonensis	Methanobrevibacter_smithii	0.289212	0.0	0.289212
Lachnoclostridium_edouardi	Methanobrevibacter_smithii	-0.109887	0.0	0.109887
Roseburia_inulinivorans	Methanobrevibacter_smithii	-0.112016	0.0	0.112016
Marseillibacter_massiliensis	Methanobrevibacter_smithii	0.117521	0.0	0.117521
Clostridium_indicum	Methanobrevibacter_smithii	-0.110976	0.0	0.110976
Bacteroides_salyersiae	Methanobrevibacter_smithii	-0.111722	0.0	0.111722
Acutalibacter_muris	Methanobrevibacter_smithii	0.108211	0.012	0.108211
Collinsella_aerofaciens	Methanobrevibacter_smithii	0.188914	0.0	0.188914
Parabacteroides_goldsteinii	Methanobrevibacter_smithii	0.123035	0.0	0.123035
Phascolarctobacterium_succinatutens	Methanobrevibacter_smithii	0.130918	0.0	0.130918
Roseburia_intestinalis	Methanobrevibacter_smithii	-0.105881	0.0	0.105881
Gehongia_tenuis	Methanobrevibacter_smithii	0.190336	0.0	0.190336
Sporobacter_termitidis	Methanobrevibacter_smithii	0.103429	0.0	0.103429
Fournierella_massiliensis	Methanobrevibacter_smithii	0.12911	0.024	0.12911
Vescimonas_fastidiosa	Dysosmobacter_welbionis	-0.187696	0.0	0.187696
Odoribacter_splanchnicus	Dysosmobacter_welbionis	0.150197	0.0	0.150197
Blautia_caecimuris	Dysosmobacter_welbionis	0.136858	0.0	0.136858
Ruthenibacterium_lactatiformans	Dysosmobacter_welbionis	0.295465	0.0	0.295465
Flintibacter_butyricus	Dysosmobacter_welbionis	0.39168	0.0	0.39168
Flavonifractor_plautii	Dysosmobacter_welbionis	0.33835	0.0	0.33835
Solibaculum_mannosilyticum	Dysosmobacter_welbionis	0.239317	0.0	0.239317
Coprococcus_phoceensis	Dysosmobacter_welbionis	0.121517	0.0	0.121517
Ruminococcus_gnavus	Dysosmobacter_welbionis	0.102987	0.024	0.102987
Enterocloster_bolteae	Dysosmobacter_welbionis	0.185716	0.0	0.185716
Marseillibacter_massiliensis	Dysosmobacter_welbionis	-0.117335	0.0	0.117335
Frisingicoccus_caecimuris	Dysosmobacter_welbionis	0.204135	0.0	0.204135
Coprococcus_eutactus	Dysosmobacter_welbionis	-0.125869	0.0	0.125869
Metalysinibacillus_jejuensis	Dysosmobacter_welbionis	-0.135408	0.0	0.135408
Fusicatenibacter_saccharivorans	Faecalibacterium_longum	0.170893	0.0	0.170893
Anaerostipes_hadrus	Faecalibacterium_longum	0.128774	0.0	0.128774
Waltera_intestinalis	Faecalibacterium_longum	0.12743	0.0	0.12743
Blautia_luti	Faecalibacterium_longum	0.100306	0.012	0.100306
Lachnospira_eligens	Faecalibacterium_longum	0.17632	0.0	0.17632
